view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,policy,mask_replicate,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max,outer_target,experiment,variant,epochs,config_sha256
evidence,0.95,0.0007208012772765626,0.004010568131998408,0.535,True,0.05,128,1.015149284918015,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.65,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.040373553911629737,0.004553021877987592,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.65,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.07256955889993436,0.004879427012767964,0.005,False,0.05,128,4.382959426688978,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.65,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.037887971362946894,0.004004843117717297,0.005,False,0.05,384,,mar_age_sex_30,3,composite_multiview_v3,False,True,True,0.65,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0009943352919861486,0.0043806524837020945,0.455,True,0.05,128,1.0154889456917577,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.555,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.045160529988711715,0.0042393624726361784,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.555,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
mask,0.95,0.05774927815326792,0.004503649567086648,0.005,False,0.05,128,4.362601699542553,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.555,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
composite,0.95,0.03463471447798858,0.004273924162811086,0.005,False,0.05,384,,mar_age_sex_30,4,composite_multiview_v3,False,True,True,0.555,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
evidence,0.95,0.0019538364526105662,0.006111550229291774,0.28,True,0.05,128,1.0168171251179192,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.595,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
core,0.95,0.04363414590939312,0.004748062127643128,0.005,False,0.05,128,2.364140825746896,mar_age_sex_30,5,composite_multiview_v3,False,True,True,0.595,0.07692307692307693,0.15384615384615385,va_long_beach,v5_mask_only_dro,v5_mask,5,be0549617bb8b478de0037a7d30026ad8a37acf124c4f7170c0029656ff8d54f
