method,track,outer_target,policy,mask_replicate,mean_observed_fraction,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,3,0.3565384615384616,200.0,0.745,0.6786419265692855,0.8429416985762971,0.583461808906741,0.6562795776939274,0.19867239103728088,0.23134080413376384,0.68,0.5917883932096328,0.782312925170068,0.7931034482758621,0.7718120805369127,0.4697986577181208,0.7559558306077624,0.9712944672621052,0.19704007355269365
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,4,0.36846153846153845,200.0,0.745,0.6645611264640084,0.817540360767423,0.597987518810778,0.676611568721003,0.20348386161107831,0.2384745277717255,0.715,0.6410711935781024,0.8054607508532423,0.8194444444444444,0.7919463087248322,0.44966442953020136,0.8052632359346902,0.7767889403508453,0.23888903253732938
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,5,0.3742307692307692,200.0,0.745,0.706342939860508,0.8667207257724536,0.5631146773726505,0.6439484663479536,0.18980329839772508,0.22671490154516358,0.73,0.6317936570601395,0.8211920529801324,0.8104575163398693,0.8322147651006712,0.48322147651006714,0.6467554723016326,1.1355206152154556,0.16782363323594515
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,6,0.35692307692307695,200.0,0.745,0.657586524542703,0.8368853346270798,0.5947408962341533,0.6709966483076628,0.20372756310062276,0.2382311916417944,0.68,0.578891959468351,0.785234899328859,0.785234899328859,0.785234899328859,0.44966442953020136,0.7901288770499703,0.8383496759282824,0.20971994316804737
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,7,0.3665384615384616,200.0,0.745,0.7353599157783919,0.8745088522482781,0.5624142168919339,0.6302636624202194,0.18826539118293362,0.21956759865741998,0.715,0.6346229767074615,0.8067796610169492,0.815068493150685,0.7986577181208053,0.5570469798657718,0.6340470655631123,1.3738710571746693,0.16644256690668274
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,8,0.36846153846153856,200.0,0.745,0.6861429135412555,0.8652768552875766,0.573360189447717,0.6520956367131185,0.1943165626467387,0.2309407247756429,0.735,0.6287011448874852,0.8262295081967214,0.8076923076923077,0.8456375838926175,0.5100671140939598,0.6641549646842337,1.130465754892249,0.17050639260823275
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,mcar_50,9,0.36269230769230765,200.0,0.745,0.6354783524147914,0.8341372480682862,0.6044000122073371,0.6852716851137501,0.20896035455550474,0.24556446474030047,0.645,0.5360573759705225,0.7609427609427609,0.7635135135135135,0.7583892617449665,0.46308724832214765,0.8242805085847424,0.6795688780343913,0.22129112729489164
psmask3:v2_prior_separated,dg_zero_shot,va_long_beach,natural,0,0.7123076923076924,200.0,0.745,0.7258849848664298,0.8650036069538636,0.5204629590938306,0.6554424925300437,0.17106259186363865,0.2307170961491849,0.755,0.6227793130675089,0.8444444444444444,0.8012048192771084,0.8926174496644296,0.5838926174496645,0.36724872266842884,1.1062121885847618,0.148081741335598
psmask3:v3_mcar_augmentation,dg_zero_shot,va_long_beach,drop_advanced,0,0.6984615384615386,200.0,0.745,0.7337807606263983,0.8788988079268777,0.5404152949092323,0.6264841229586207,0.1803921692643012,0.2179487916453551,0.705,0.6601526516646927,0.7915194346289752,0.835820895522388,0.7516778523489933,0.5234899328859061,0.633554534889035,1.0758219188981526,0.14911248428053614
psmask3:v3_mcar_augmentation,dg_zero_shot,va_long_beach,drop_exercise,0,0.5061538461538462,200.0,0.745,0.6827214107119358,0.8458882102758957,0.588776850737453,0.6610952700951722,0.20020744065268772,0.23436097282598178,0.695,0.6147519410448743,0.7918088737201365,0.8055555555555556,0.7785234899328859,0.4899328859060403,0.7444052519651346,1.0272479501698608,0.18543562466198954
psmask3:v3_mcar_augmentation,dg_zero_shot,va_long_beach,drop_routine,0,0.4507692307692308,200.0,0.745,0.7320042110804054,0.8819105331667875,0.5308059855685687,0.6376427594582457,0.17641623545033888,0.22325267812506705,0.73,0.6317936570601395,0.8211920529801324,0.8104575163398693,0.8322147651006712,0.5436241610738255,0.5583909011873206,0.9980001219139429,0.14320568949809
